-,-,地獄級,-,-,-,-,-,-
1,-,以下から4体が出現,-,-,-,-,-,-
1,ホノりん-13c8eb89fff010588d9e7b3b12b3713f.png,ホノりん,火,3024,1,9621,172,楽しそうに跳ねている（何もしない）
1,アワりん-39bf754357ef098c2f0bdaf528e22355.png,アワりん,水,3067,1,10222,160,楽しそうに跳ねている（何もしない）
1,モリりん-d53ac1ac1426e0a2fa9d14e107a03953.png,モリりん,木,3036,1,9760,136,楽しそうに跳ねている（何もしない）
1,ヒカりん-7248ea097245fe3497040a1773763868.png,ヒカりん,光,3085,1,9979,114,楽しそうに跳ねている（何もしない）
1,ワルりん-70722f2cdce45231a8828bd6e25c3360.png,ワルりん,闇,3150,1,10500,110,楽しそうに跳ねている（何もしない）
2,キングヒカりん-4045d931225292710d6b3d74b43de611.png,キングヒカりん,光,2292,1,219444,100,孤軍奮闘（1体の時、攻撃力3倍）<br>光あれ！（闇ドロップ→光ドロップ）<br>天使の輪（4体を1～2ターンバインド、1度きり）※HP50%以下で使用
2,キングワルりん-a57661bf502a1942b250febe2a795b49.png,キングワルりん,闇,-,1,219444,100,大きく口をひらいた（何もしない、初回1度きり）<br>かおすえいっ！（何もしない）<br>カオスレイ（13332）
3,-,以下から2体が出現,-,-,-,-,-,-
3,デカホノりん-4aa9c291c9cc0e340a2d53b0cfc3e405.png,デカホノりん,火,4396,2,66889,300,膨れ上がる（次回攻撃力2倍）
3,デカアワりん-fe96cb3ee79d77d9870fbd6be712ef7a.png,デカアワりん,水,4509,2,84550,295,膨れ上がる（次回攻撃力2倍）
3,デカモリりん-77c664b99295c4963c7dfd851c99e12f.png,デカモリりん,木,4634,2,98022,280,膨れ上がる（次回攻撃力2倍）
3,デカヒカりん-724e0a67ae9be74baa168436ff6885a2.png,デカヒカりん,光,4638,2,115950,270,膨れ上がる（次回攻撃力2倍）
3,デカワルりん-b66a1aa8680afa9da10a144a9fa3b01e.png,デカワルりん,闇,4767,2,123139,250,膨れ上がる（次回攻撃力2倍）
4,キングホノりん-dd1fe97aac6915a6a79e6ff10fdf1737.png,キングホノりん,火,2819,2,177778,100,孤軍奮闘（1体の時、攻撃力3倍）<br>楽しそうに跳ねている（何もしない）<br>ムカ着火ファイアー！（連続攻撃3948）※HP50%以下で使用
4,キングアワりん-71101e05aa2e355fa0f5361f61ab5d7b.png,キングアワりん,水,2611,2,177778,100,孤軍奮闘（1体の時、攻撃力3倍）<br>ぐうぐう眠っている（何もしない）※HP100%で使用<br>おはようアタック！（連続攻撃7833）<br>みずびたし（火属性2～4ターンバインド、1度きり）※HP50%以下で使用
4,キングモリりん-a761287654f791ea0f3d09df3f1e04cb.png,キングモリりん,木,2708,2,177778,100,孤軍奮闘（1体の時、攻撃力3倍）<br>膨れ上がる（次回攻撃力2倍）<br>いただきまーす！（1体を5ターンバインド、1度きり）※HP50%以下で使用
5,エンシェントドラりんナイト-b7a2bf65561798abadc32bbb6fb5996f.png,エンシェントドラりんナイト,木,-,1,834653,190,虚無の波動（補助スキル解除）<br>火属性はキライっ！（火属性2～4ターンバインド、1度きり）<br>どらごんふぁんぐ（連続攻撃3484）<br>ドラゴンエンハンス（攻撃力2倍→通常攻撃5806）※HP50%以下で使用<br>ドラゴンファング（2倍時、連続攻撃9868）※HP25%以下で使用
-,-,超級,-,-,-,-,-,-
1,-,以下から4体が出現,-,-,-,-,-,-
1,ホノりん-13c8eb89fff010588d9e7b3b12b3713f.png,ホノりん,火,2315,1,7366,132,楽しそうに跳ねている（何もしない）
1,アワりん-39bf754357ef098c2f0bdaf528e22355.png,アワりん,水,2293,1,7644,120,楽しそうに跳ねている（何もしない）
1,モリりん-d53ac1ac1426e0a2fa9d14e107a03953.png,モリりん,木,2134,1,6860,96,楽しそうに跳ねている（何もしない）
1,ヒカりん-7248ea097245fe3497040a1773763868.png,ヒカりん,光,1989,1,6435,74,楽しそうに跳ねている（何もしない）
1,ワルりん-70722f2cdce45231a8828bd6e25c3360.png,ワルりん,闇,1228,1,6633,70,楽しそうに跳ねている（何もしない）
2,キングヒカりん-4045d931225292710d6b3d74b43de611.png,キングヒカりん,光,1228,1,117622,60,孤軍奮闘（1体の時、攻撃力3倍）<br>光あれ！（闇ドロップ→光ドロップ）<br>天使の輪（4体を1～2ターンバインド、1度きり）※HP50%以下で使用
2,キングワルりん-a57661bf502a1942b250febe2a795b49.png,キングワルりん,闇,-,1,117622,60,大きく口をひらいた（何もしない、初回1度きり）<br>かおすえいっ！（何もしない）<br>カオスレイ（7148）
3,-,以下から2体が出現,-,-,-,-,-,-
3,デカホノりん-4aa9c291c9cc0e340a2d53b0cfc3e405.png,デカホノりん,火,2913,2,44333,200,膨れ上がる（次回攻撃力2倍）
3,デカアワりん-fe96cb3ee79d77d9870fbd6be712ef7a.png,デカアワりん,水,2963,2,55550,195,膨れ上がる（次回攻撃力2倍）
3,デカモリりん-77c664b99295c4963c7dfd851c99e12f.png,デカモリりん,木,2958,2,62578,180,膨れ上がる（次回攻撃力2倍）
3,デカヒカりん-724e0a67ae9be74baa168436ff6885a2.png,デカヒカりん,光,2898,2,72450,170,膨れ上がる（次回攻撃力2倍）
3,デカワルりん-b66a1aa8680afa9da10a144a9fa3b01e.png,デカワルりん,闇,2833,2,73194,150,膨れ上がる（次回攻撃力2倍）
4,キングホノりん-dd1fe97aac6915a6a79e6ff10fdf1737.png,キングホノりん,火,1151,2,95289,60,孤軍奮闘（1体の時、攻撃力3倍）<br>楽しそうに跳ねている（何もしない）<br>ムカ着火ファイアー！（連続攻撃2114）※HP50%以下で使用
4,キングアワりん-71101e05aa2e355fa0f5361f61ab5d7b.png,キングアワりん,水,1400,2,95289,60,孤軍奮闘（1体の時、攻撃力3倍）<br>ぐうぐう眠っている（何もしない）※HP100%で使用<br>おはようアタック！（連続攻撃4200）<br>みずびたし（火属性2～4ターンバインド、1度きり）※HP50%以下で使用
4,キングモリりん-a761287654f791ea0f3d09df3f1e04cb.png,キングモリりん,木,1452,2,95289,60,孤軍奮闘（1体の時、攻撃力3倍）<br>膨れ上がる（次回攻撃力2倍）<br>いただきまーす！（1体を5ターンバインド、1度きり）※HP50%以下で使用
5,エンシェントドラりんナイト-b7a2bf65561798abadc32bbb6fb5996f.png,エンシェントドラりんナイト,木,-,1,447374,114,虚無の波動（補助スキル解除）<br>火属性はキライっ！（火属性2～4ターンバインド、1度きり）<br>どらごんふぁんぐ（連続攻撃1868）<br>ドラゴンエンハンス（攻撃力2倍→通常攻撃3112）※HP50%以下で使用<br>ドラゴンファング（2倍時、連続攻撃5292）※HP25%以下で使用
